126	0	0.46489793062210083
126	1	-0.038361091166734695
126	2	0.46489793062210083
126	3	-0.038361091166734695
126	4	0.46489793062210083
126	5	-0.017680753022432327
126	6	-0.0672055035829544
126	7	-0.038361091166734695
126	8	0.46489793062210083
127	0	-0.017680753022432327
127	1	-0.017680753022432327
127	2	-0.017680753022432327
127	3	-0.017680753022432327
127	4	-0.017680753022432327
127	5	-0.017680753022432327
128	0	-0.1372140496969223
128	1	0.09210819751024246
128	2	-0.042739447206258774
129	0	-0.017680753022432327
129	1	-0.017680753022432327
129	2	-0.017680753022432327
129	3	-0.017680753022432327
129	4	-0.017680753022432327
129	5	-0.017680753022432327
129	6	-0.017680753022432327
129	7	-0.017680753022432327
130	0	-0.24384409189224243
130	1	-0.24384409189224243
130	2	-0.04484950751066208
130	3	-0.24384409189224243
130	4	-0.24384409189224243
130	5	-0.24384409189224243
131	0	0.04715834930539131
131	1	0.04715834930539131
131	2	0.027269095182418823
131	3	-0.18961955606937408
131	4	0.09210819751024246
131	5	0.027269095182418823
131	6	0.09210819751024246
131	7	0.04715834930539131
131	8	0.04715834930539131
132	0	-0.018471840769052505
132	1	-0.038361091166734695
132	2	0.09210819751024246
132	3	-0.18961955606937408
132	4	-0.038361091166734695
132	5	0.09210819751024246
132	6	0.04715834930539131
132	7	0.026478011161088943
132	8	0.04715834930539131
132	9	0.04715834930539131
132	10	-0.018471840769052505
132	11	-0.08331094682216644
132	12	0.04715834930539131
132	13	0.09210819751024246
132	14	-0.018471840769052505
132	15	-0.018471840769052505
133	0	-0.018471840769052505
133	1	0.09210819751024246
133	2	0.04715834930539131
133	3	0.04715834930539131
133	4	-0.038361091166734695
133	5	-0.36926352977752686
133	6	0.026478011161088943
133	7	-0.018471840769052505
134	0	-0.017680753022432327
134	1	-0.017680753022432327
134	2	-0.017680753022432327
135	0	-0.19889424741268158
135	1	-0.19889424741268158
135	2	-0.24384409189224243
135	3	-0.24384409189224243
135	4	-0.19889424741268158
135	5	-0.24384409189224243
135	6	-0.24384409189224243
135	7	-0.2229073941707611
135	8	-0.24384409189224243
136	0	0.27405476570129395
136	1	-0.07744903862476349
136	2	-0.30947428941726685
136	3	-0.24384409189224243
137	0	0.04715834930539131
137	1	-0.018471840769052505
137	2	0.04715834930539131
137	3	0.026478011161088943
137	4	-0.08331094682216644
138	0	0.04715834930539131
138	1	-0.0023664049804210663
138	2	-0.017680753022432327
139	0	0.027269095182418823
139	1	0.027269095182418823
139	2	-0.017680753022432327
139	3	-0.18961955606937408
139	4	-0.017680753022432327
140	0	-0.24384409189224243
140	1	-0.24384409189224243
140	2	0.6194356679916382
140	3	-0.24384409189224243
140	4	-0.30947428941726685
140	5	-0.18623892962932587
140	6	-0.19889424741268158
141	0	-0.017680753022432327
141	1	-0.038361091166734695
141	2	-0.08331094682216644
141	3	-0.15295109152793884
141	4	-0.017680753022432327
141	5	-0.017680753022432327
141	6	0.027269095182418823
142	0	-0.24384409189224243
142	1	-0.19889424741268158
143	0	-0.08331094682216644
143	1	0.18231083452701569
143	2	0.027269095182418823
144	0	-0.017680753022432327
144	1	-0.017680753022432327
144	2	-0.017680753022432327
144	3	-0.017680753022432327
144	4	-0.017680753022432327
144	5	-0.017680753022432327
144	6	-0.017680753022432327
145	0	0.027269095182418823
145	1	-0.017680753022432327
145	2	0.04715834930539131
145	3	-0.017680753022432327
145	4	0.04715834930539131
145	5	-0.017680753022432327
145	6	0.09210819751024246
145	7	0.027269095182418823
146	0	-0.080037921667099
146	1	-0.080037921667099
146	2	-0.19889424741268158
147	0	-0.10757854580879211
147	1	-0.017680753022432327
147	2	-0.20205314457416534
147	3	-0.017680753022432327
147	4	-0.017680753022432327
147	5	-0.10757854580879211
147	6	0.027269095182418823
147	7	-0.20205314457416534
147	8	-0.5041111707687378
147	9	0.027269095182418823
147	10	0.027269095182418823
148	0	0.027269095182418823
148	1	-0.0672055035829544
148	2	0.027269095182418823
148	3	-0.017680753022432327
148	4	-0.017680753022432327
148	5	-0.0672055035829544
148	6	-0.10584220290184021
149	0	-0.24384409189224243
149	1	-0.2229073941707611
149	2	-0.24384409189224243
149	3	-0.19889424741268158
149	4	-0.24384409189224243
149	5	-0.07744903862476349
149	6	0.27405476570129395
149	7	-0.24384409189224243
149	8	-0.19889424741268158
149	9	-0.24384409189224243
149	10	-0.2229073941707611
149	11	-0.07744903862476349
150	0	-0.19889424741268158
150	1	-0.19889424741268158
150	2	0.2291049063205719
151	0	-0.017680753022432327
151	1	-0.017680753022432327
151	2	-0.017680753022432327
151	3	-0.017680753022432327
151	4	-0.017680753022432327
151	5	-0.017680753022432327
152	0	-0.24384409189224243
152	1	-0.19889424741268158
152	2	-0.19889424741268158
152	3	0.27405476570129395
152	4	0.2291049063205719
152	5	-0.24384409189224243
152	6	0.2291049063205719
153	0	-0.19889424741268158
153	1	-0.24384409189224243
153	2	0.27405476570129395
153	3	-0.24384409189224243
153	4	-0.24384409189224243
153	5	-0.24384409189224243
153	6	-0.07744903862476349
153	7	-0.2229073941707611
154	0	-0.30947428941726685
154	1	-0.30947428941726685
154	2	-0.18623892962932587
155	0	-0.30947428941726685
155	1	-0.24384409189224243
155	2	-0.2645244300365448
155	3	-0.2229073941707611
155	4	0.27405476570129395
155	5	-0.30947428941726685
155	6	-0.2645244300365448
156	0	0.027269095182418823
156	1	0.027269095182418823
156	2	0.027269095182418823
156	3	-0.017680753022432327
156	4	0.027269095182418823
156	5	-0.017680753022432327
156	6	-0.017680753022432327
156	7	-0.017680753022432327
156	8	-0.017680753022432327
156	9	0.027269095182418823
156	10	0.027269095182418823
156	11	-0.017680753022432327
156	12	-0.0672055035829544
156	13	-0.0672055035829544
156	14	0.027269095182418823
157	0	0.27405476570129395
157	1	0.14902299642562866
157	2	-0.19889424741268158
157	3	-0.3557213246822357
157	4	-0.47385677695274353
157	5	-0.24384409189224243
157	6	-0.2229073941707611
157	7	-0.30947428941726685
157	8	0.27405476570129395
157	9	-0.24384409189224243
