ID,PREDICTED
16707,94775.3963488777
16708,95161.49551660672
16709,95246.79074516839
16710,94831.66613231949
16711,94864.60330539904
16712,96438.97273556051
16713,96264.33688807872
16714,95455.44398304775
16715,95100.5428802501
16716,96482.32968754641
16717,96850.03054976373
16718,96192.69045720104
16719,96081.43914990316
16720,95837.35883081346
16721,95412.07412751045
16722,93862.15833278644
16723,94182.28862072993
16724,94443.39318551683
16725,94315.04843760328
16726,94476.82308981655
16727,94566.79765588217
16728,94771.17968880173
16729,95217.33799238427
16730,95259.96508069677
16731,95272.23374429773
16732,94979.9128352452
16733,94630.79394690442
16734,95186.86069568593
16735,95289.39464136402
16736,95934.74472763832
18666,393729.79990129685
18667,402944.7413914362
18668,406198.9276195391
18669,410806.4386372721
18670,408638.11112697097
18671,405018.16647229897
18672,399958.6119620071
18673,401233.9545579032
18674,403457.28453849815
18675,405138.4175488653
18676,406025.7920758175
18677,405443.4865174076
18678,401944.0700006677
18679,401173.30997907283
18680,405583.42318431847
18681,414835.69137299724
18682,416375.1512793317
18683,418733.97011293797
18684,414705.7096878379
18685,408560.70271508297
18686,408717.8779273984
18687,408447.7413418072
18688,419254.92654513265
18689,419387.45338135306
18690,420770.5266424533
18691,415437.8118595092
18692,411527.74726100476
18693,410037.01080077153
18694,415175.21891309955
18695,424286.4784980989
20625,217088.33206895512
20626,217828.13668894774
20627,217578.72759000032
20628,217777.6930023305
20629,217009.3404749296
20630,217716.3427763369
20631,217876.30928989284
20632,217328.53751083673
20633,218135.84625547356
20634,217776.45264523418
20635,217603.65971624653
20636,217008.4131662888
20637,218218.23966516327
20638,218390.21466980642
20639,219227.35871318798
20640,219855.9606180836
20641,219396.64522047425
20642,218644.98938323147
20643,218097.55041743838
20644,218008.36618491646
20645,219936.98350456686
20646,219924.72699241815
20647,222023.19382948542
20648,223499.43742131564
20649,223861.93340594118
20650,223425.37810836177
20651,224139.6824966946
20652,225198.52955319182
20653,224703.45019430152
20654,225903.50629111595
1036,33617.392457559115
1037,34977.49339123642
1038,35600.873380134275
1039,36068.245433848075
1040,35429.59012115758
1041,34116.38274045547
1042,33951.05119991761
1043,33963.91658717814
1044,35832.03868791269
1045,36041.94241004115
1046,36428.84351370345
1047,35764.14089164017
1048,35315.565853051594
1049,35751.03189646589
1050,36258.64741726914
1051,37710.30935850814
1052,37511.29564675665
1053,36992.20410508142
1054,36494.715919051276
1055,35556.89576063427
1056,35742.5421206537
1057,36349.70118299574
1058,37817.0104757848
1059,38259.38514320889
1060,38168.148379629936
1061,37608.743361588284
1062,36591.06447474517
1063,36673.4213497013
1064,37360.11346254253
1065,38057.76306144933
2995,144070.48305921126
2996,145106.7065100593
2997,145416.45542866824
2998,145270.3243645656
2999,146095.70091753802
